Player,No,Pos,Ht,Wt,Age,College,GP,GS,Team,player_id
Trent Sherfield,16,WR,6-1,205,24,Vanderbilt,15,1,1,2164
Isaiah Simmons,48,LDE-ROLB-SS-LILB,6-4,238,22,Clemson,16,7,1,2165
Terrance Smith,54,LB,6-2,235,27,Florida State,3,0,1,2166
Chris Streveler,15,QB,6-1,213,25,Minnesota; South Dakota,5,0,1,2167
J.R. Sweezy,64,ROG,6-5,300,31,North Carolina State,13,10,1,2168
Jordan Thomas,80,TE,6-5,277,24,East Central CC; Mississippi State,4,0,1,2169
Deionte Thompson,22,SS-FS,6-2,196,23,Alabama,13,4,1,2170
Jalen Thompson,34,SS,6-0,195,26,Washington State,5,4,1,2171
Zeke Turner,47,LILB,6-2,214,24,Los Angeles Pirece JC; Washington,16,0,1,2172
Tanner Vallejo,51,RILB,6-1,229,26,Boise State,16,0,1,2173
Reggie Walker,56,LB,6-2,250,24,Kansas State,1,0,1,2174
Jonathan Ward,38,RB,6-0,202,23,Central Michigan,14,0,1,2175
Charles Washington,28,SS,5-10,192,27,Fresno State,15,0,1,2176
Jace Whittaker,39,LCB,5-11,185,25,Arizona,4,0,1,2177
Maxx Williams,87,TE,6-4,254,26,Minnesota,9,8,1,2178
Brandon Aiyuk,11,WR,6-1,206,22,Sierra JC; Arizona State,12,11,28,2179
Kwon Alexander,56,WLB,6-1,227,26,Louisiana State,5,5,28,2180
Brian Allen,48,RCB,6-3,215,27,Utah,1,1,28,2181
Azeez Al-Shaair,51,SLB-WLB-MLB,6-2,228,23,Florida Atlantic,16,5,28,2182
Ziggy Ansah,94,RDE,6-5,275,31,Brigham Young,2,0,28,2183
Arik Armstead,91,LDE,6-7,292,27,Oregon,16,16,28,2184
Alex Barrett,64,RDE,6-3,260,26,San Diego State,7,0,28,2185
C.J. Beathard,3,QB,6-2,215,27,Iowa,6,2,28,2186
Tony Bergstrom,62,LOG,6-5,313,34,Utah,4,0,28,2187
Briean Boddy-Calhoun,47,CB,5-9,193,27,Coffeyville CC; Minnesota,1,0,28,2188
Nick Bosa,97,RDE,6-4,263,23,Ohio State,2,2,28,2189
Kendrick Bourne,84,WR,6-1,203,25,Eastern Washington,15,5,28,2190
Daniel Brunskill,60,ROG-C,6-5,260,26,San Diego State,16,16,28,2191
Josiah Coatney,77,DT,6-4,325,24,Holmes CC; Mississippi,1,0,28,2192
Matt Cole,17,WR,5-10,197,24,McKendree,1,0,28,2193
Tevin Coleman,26,RB,6-0,210,27,Indiana,8,1,28,2194
Tom Compton,66,ROG,6-5,310,31,South Dakota,7,3,28,2195
River Cracraft,86,WR,6-0,198,26,Washington State,9,1,28,2196
John Cyprien,32,SS,6-0,220,30,Florida International,4,0,28,2197
Darrion Daniels,65,LDT,6-4,325,23,Oklahoma State; Nebraska,4,0,28,2198
Ross Dwelley,82,TE,6-5,240,25,San Diego,16,9,28,2199
Demetrius Flannigan-Fowles,45,WLB,6-2,210,24,Arizona,11,1,28,2200
Dee Ford,55,LDE,6-2,252,29,Auburn,1,0,28,2201
Ben Garland,63,C,6-5,308,39,Air Force,5,5,28,2202
Jimmy Garoppolo,10,QB,6-2,225,29,Eastern Illinois,6,6,28,2203
Kevin Givens,90,RDT-LDT,6-1,285,23,Penn State,13,1,28,2204
Robbie Gould,9,K,6-0,185,38,Penn State,15,0,28,2205
Hroniss Grasu,50,C,6-3,300,29,Oregon,9,3,28,2206
Dre Greenlaw,57,SLB,6-0,227,23,Arkansas,13,12,28,2207
Marcell Harris,36,SS-FS,6-0,208,26,Florida,16,4,28,2208
Tim Harris,35,CB,6-1,205,25,Virginia,1,0,28,2209
JaMycal Hasty,38,RB,5-9,205,22,Baylor,8,0,28,2210
Daniel Helm,88,TE,6-4,251,25,Duke,5,0,28,2211
Willie Henry,61,NT,6-3,300,26,Michigan,2,0,28,2212
Colin Holba,40,LONG,6-5,245,26,Louisville,1,0,28,2213
Kerry Hyder,92,RDE,6-2,275,29,Texas Tech,16,14,28,2214
Richie James,13,WR,5-9,185,25,Middle Tennessee State,11,7,28,2215
Dontae Johnson,27,RCB,6-2,200,29,North Carolina State,14,3,28,2216
D.J. Jones,93,RDT,6-0,321,25,East Mississippi CC; Mississippi,14,14,28,2217
Dion Jordan,96,RDT-LDE,6-6,269,30,Oregon,13,1,28,2218
Kyle Juszczyk,44,FB,6-1,243,29,Harvard,16,15,28,2219
Javon Kinlaw,99,LDT,6-6,310,23,Jones County JC; South Carolina,14,12,28,2220
George Kittle,85,TE,6-4,250,27,Iowa,8,8,28,2221
Jordan Matthews,18,WR,6-3,213,28,Vanderbilt,2,0,28,2222
Jared Mayden,43,S,6-0,205,22,Alabama,2,0,28,2223
Mike McGlinchey,69,ROT,6-8,315,26,Notre Dame,16,16,28,2224
Jerick McKinnon,28,RB,5-9,205,28,Georgia Southern,16,4,28,2225
Colton McKivitz,68,ROG-LOG,6-7,312,24,West Virginia,14,3,28,2226
Tarvarius Moore,33,SS-FS,6-2,200,24,Pearl River CC; Southern Mississippi,16,8,28,2227
Emmanuel Moseley,41,RCB-LCB,5-11,184,24,Tennessee,12,8,28,2228
Raheem Mostert,31,RB,5-10,195,28,Purdue,8,8,28,2229
Nick Mullens,4,QB,6-1,210,25,Southern Mississippi,10,8,28,2230
Kai Nacua,43,FS,6-0,205,25,Brigham Young,5,0,28,2231
Kyle Nelson,86,LONG,6-3,240,34,Tulsa; New Mexico State,3,0,28,2232
Mark Nzeocha,53,SLB,6-3,239,30,Wyoming,5,0,28,2233
Taybor Pepper,46,LONG,6-4,245,26,Michigan State,12,0,28,2234
Dante Pettis,18,WR,6-1,195,25,Washington,5,1,28,2235
Jordan Reed,81,TE,6-2,246,30,Florida,9,1,28,2236
Deebo Samuel,19,WR,6-0,210,24,South Carolina,7,5,28,2237
Mohamed Sanu,14,WR,6-2,210,31,Rutgers,3,0,28,2238
Dakoda Shepley,61,ROG,6-4,306,26,British Columbia,1,0,28,2239
Richard Sherman,25,LCB-RCB,6-3,195,32,Stanford,5,5,28,2240
Justin Skule,67,LOT-ROG,6-6,315,24,Vanderbilt,16,4,28,2241
Kentavius Street,95,LDT-RDT,6-2,287,24,North Carolina State,15,2,28,2242
Jaquiski Tartt,29,SS,6-1,220,28,Samford,7,7,28,2243
Jamar Taylor,47,NB,5-11,192,30,Boise State,8,3,28,2244
Trent Taylor,15,WR,5-8,179,26,Louisiana Tech,12,1,28,2245
Solomon Thomas,94,LDT,6-3,280,25,Stanford,2,2,28,2246
Laken Tomlinson,75,LOG,6-3,317,28,Duke,16,16,28,2247
Jason Verrett,22,LCB-RCB,5-10,188,29,Santa Rosa JC; Texas Christian,13,13,28,2248
Tristan Vizcaino,7,K,6-2,205,24,Washington,1,0,28,2249
Joe Walker,59,SLB,6-2,236,28,Los Angeles Harbor JC; Oregon,12,0,28,2250
Austin Walter,48,RB,5-8,202,24,Rice,4,0,28,2251
Jimmie Ward,20,FS,5-11,193,29,Northern Illinois,14,14,28,2252
Fred Warner,54,MLB,6-3,230,24,Brigham Young,16,16,28,2253
Ken Webster,35,RCB,5-11,201,24,Mississippi,9,0,28,2254
Kevin White,14,WR,6-3,217,27,Lackawanna JC; West Virginia,3,0,28,2255
K'Waun Williams,24,NB,5-9,184,29,Pittsburgh,8,4,28,2256
Trent Williams,71,LOT,6-5,327,32,Oklahoma,14,14,28,2257
Jordan Willis,78,RDE,6-4,265,25,Kansas State,8,0,28,2258
Jeff Wilson,30,RB,6-0,194,25,North Texas,12,3,28,2259
Mitch Wishnowsky,6,P,6-2,220,28,Santa Barbara CC; Utah,16,0,28,2260
Ahkello Witherspoon,23,RCB-LCB,6-3,195,25,Sacramento CC; Colorado,11,4,28,2261
Charlie Woerner,89,TE,6-5,245,23,Georgia,14,0,28,2262
