Player,No,Pos,Ht,Wt,Age,College,GP,GS,Team,Round,Overall,player_id
Drew Dalman,,C,,,,Stanford,,,2,4.0,114.0,1969
Ta'Quon Graham,,DL,,,,Texas,,,2,5.0,148.0,1970
Adetokunbo Ogundeji,,DL,,,,Notre Dame,,,2,5.0,182.0,1971
Avery Williams,,CB,,,,Boise State,,,2,5.0,183.0,1972
Frank Darby,,WR,,,,Arizona State,,,2,6.0,187.0,1973
Ameer Abdullah,20.0,RB,5-9,203,28.0,Nebraska,11.0,1.0,5,,,1974
Dan Arnold,85.0,TE,6-6,220,26.0,Wisconsin-Platteville,3.0,1.0,5,,,1975
Reggie Bonnafon,39.0,RB,6-0,215,25.0,Louisville,4.0,0.0,5,,,1976
A.J. Bouye,24.0,RCB,6-0,191,30.0,Central Florida,8.0,7.0,5,,,1977
Deonte Brown,77.0,ROG,6-4,350,23.0,Alabama,3.0,0.0,5,,,1978
Derrick Brown,95.0,LDT,6-5,318,23.0,Auburn,16.0,14.0,5,,,1979
Spencer Brown,33.0,RB,6-0,220,23.0,Alabama-Birmingham,1.0,0.0,5,,,1980
Brian Burns,53.0,RDE,6-5,249,23.0,Florida State,17.0,16.0,5,,,1981
Juston Burris,31.0,FS,6-0,212,28.0,North Carolina State,10.0,8.0,5,,,1982
Jermaine Carter,4.0,MLB,6-1,225,26.0,Maryland,17.0,17.0,5,,,1983
Sean Chandler,34.0,SS,5-10,200,25.0,Temple,15.0,7.0,5,,,1984
Joseph Charlton,3.0,P,6-5,190,24.0,South Carolina,5.0,0.0,5,,,1985
Jeremy Chinn,21.0,SS-FS,6-3,212,23.0,Southern Illinois,16.0,16.0,5,,,1986
Robbie Chose [Anderson],11.0,WR,6-3,190,28.0,Temple,17.0,16.0,5,,,1987
Brady Christensen,70.0,LOT-ROT-ROG,6-6,300,25.0,Brigham Young,16.0,6.0,5,,,1988
Matt Cole,85.0,WR,5-10,197,25.0,McKendree,1.0,0.0,5,,,1989
Dennis Daley,65.0,LOG-LOT-ROG,6-6,324,25.0,Georgia Military JC; South Carolina,15.0,9.0,5,,,1990
Sam Darnold,14.0,QB,6-3,225,24.0,Southern California,12.0,11.0,5,,,1991
Lac Edwards,10.0,P,6-4,209,29.0,Ballarat; Sam Houston State,10.0,0.0,5,,,1992
Pat Elflein,60.0,C-LOG,6-3,303,27.0,Ohio State,9.0,9.0,5,,,1993
Alex Erickson,13.0,WR,6-0,196,29.0,Wisconsin,17.0,0.0,5,,,1994
Cameron Erving,75.0,LOT,6-5,313,29.0,Florida State,9.0,9.0,5,,,1995
Morgan Fox,91.0,LDE-RDE,6-3,269,27.0,Colorado State-Pueblo,17.0,9.0,5,,,1996
Sam Franklin,42.0,FS-SS,6-3,210,25.0,Temple,16.0,0.0,5,,,1997
Royce Freeman,32.0,RB,6-0,238,25.0,Oregon,8.0,0.0,5,,,1998
Stephon Gilmore,9.0,LCB-RCB,6-1,190,31.0,South Carolina,8.0,3.0,5,,,1999
Zane Gonzalez,5.0,K,6-0,202,26.0,Arizona State,11.0,0.0,5,,,2000
Yetur Gross-Matos,97.0,LDE,6-5,264,23.0,Penn State,14.0,2.0,5,,,2001
Lirim Hajrullahu,3.0,K,5-11,207,31.0,Western Ontario,3.0,0.0,5,,,2002
Madre Harper,36.0,RCB,6-2,190,24.0,Oklahoma State; Southern Illinois,3.0,0.0,5,,,2003
Myles Hartsfield,38.0,NB-SS-FS,5-11,211,24.0,Mississippi,9.0,9.0,5,,,2004
Marquis Haynes,98.0,RDE,6-2,235,28.0,Mississippi,17.0,0.0,5,,,2005
C.J. Henderson,15.0,RCB-LCB,6-1,202,23.0,Florida,10.0,5.0,5,,,2006
Frank Herron,69.0,DE,6-4,305,27.0,Louisiana State,1.0,0.0,5,,,2007
Jaycee Horn,8.0,RCB,6-1,205,22.0,South Carolina,3.0,3.0,5,,,2008
Mike Horton,66.0,LOG,6-4,325,24.0,Auburn,2.0,0.0,5,,,2009
Phil Hoskins,71.0,RDT,6-5,315,24.0,Highland CC; Kentucky,3.0,0.0,5,,,2010
Chuba Hubbard,30.0,RB,6-0,208,22.0,Oklahoma State,17.0,10.0,5,,,2011
Donte Jackson,26.0,LCB,5-10,180,26.0,Louisiana State,12.0,12.0,5,,,2012
J.J. Jansen,44.0,LONG,6-2,250,35.0,Notre Dame,17.0,0.0,5,,,2013
Darryl Johnson,92.0,LDE,6-5,232,24.0,North Carolina A&T State,3.0,0.0,5,,,2014
Clay Johnston,57.0,MLB,6-1,232,25.0,Baylor,6.0,0.0,5,,,2015
DaQuan Jones,90.0,RDT,6-4,322,30.0,Penn State,17.0,0.0,5,,,2016
Mike Jordan,73.0,LOG,6-7,312,23.0,Ohio State,11.0,10.0,5,,,2017
Keith Kirkwood,18.0,WR,6-3,210,28.0,Hawaii; Temple,3.0,0.0,5,,,2018
Frankie Luvu,49.0,WLB,6-3,236,25.0,Washington State,16.0,4.0,5,,,2019
Terrace Marshall,88.0,WR,6-3,200,21.0,Louisiana State,13.0,3.0,5,,,2020
Kamal Martin,47.0,SLB,6-3,245,23.0,Minnesota,6.0,1.0,5,,,2021
Christian McCaffrey,22.0,RB,5-11,205,25.0,Stanford,7.0,7.0,5,,,2022
Rashaan Melvin,29.0,RCB-LCB,6-2,194,32.0,Northern Illinois,10.0,2.0,5,,,2023
John Miller,67.0,ROG,6-2,309,28.0,Louisville,10.0,10.0,5,,,2024
D.J. Moore,2.0,WR,6-0,210,24.0,Maryland,17.0,17.0,5,,,2025
Taylor Moton,72.0,ROT,6-5,325,27.0,Western Michigan,17.0,17.0,5,,,2026
Cam Newton,1.0,QB,6-5,245,32.0,Florida; Blinn JC; Auburn,8.0,5.0,5,,,2027
Daviyon Nixon,94.0,LDT,6-3,306,23.0,Iowa Western CC; Iowa,7.0,0.0,5,,,2028
Patrick Omameh,63.0,OG,6-4,312,32.0,Michigan,1.0,0.0,5,,,2029
Matt Paradis,61.0,C,6-3,300,32.0,Boise State,9.0,9.0,5,,,2030
Aaron Parker,19.0,WR,6-3,208,23.0,Rhode Island,1.0,0.0,5,,,2031
Austen Pleasants,74.0,OT,6-7,328,24.0,Ohio University,1.0,0.0,5,,,2032
Haason Reddick,43.0,WLB-SLB,6-1,235,27.0,Temple,16.0,16.0,5,,,2033
Giovanni Ricci,45.0,FB,6-3,240,25.0,Western Michigan,17.0,1.0,5,,,2034
Kenny Robinson,27.0,FS-SS,6-2,198,22.0,West Virginia,11.0,1.0,5,,,2035
Bravvion Roy,93.0,LDT,6-1,333,25.0,Baylor,17.0,2.0,5,,,2036
Ryan Santoso,9.0,P,6-5,258,26.0,Minnesota,1.0,0.0,5,,,2037
C.J. Saunders,81.0,WR,5-10,190,25.0,Ohio State,2.0,0.0,5,,,2038
Trent Scott,78.0,ROG-LOT,6-5,320,27.0,Grambling State,14.0,5.0,5,,,2039
Rod Smith,20.0,RB,6-3,235,29.0,Ohio State,2.0,0.0,5,,,2040
Shi Smith,12.0,WR,5-10,190,23.0,South Carolina,6.0,0.0,5,,,2041
Willie Snead,83.0,WR,5-11,197,29.0,Ball State,1.0,0.0,5,,,2042
Julian Stanford,50.0,SLB,6-1,230,31.0,Wagner,17.0,0.0,5,,,2043
Stephen Sullivan,84.0,TE,6-5,242,25.0,Louisiana State,3.0,0.0,5,,,2044
Keith Taylor,28.0,RCB-LCB,6-3,195,23.0,Washington,17.0,3.0,5,,,2045
Sam Tecklenburg,68.0,C-LOG-ROG,6-4,310,24.0,Baylor,15.0,1.0,5,,,2046
Ian Thomas,80.0,TE,6-4,260,25.0,Nassau CC; Indiana,17.0,13.0,5,,,2047
Stantley Thomas-Oliver,23.0,LCB,6-2,184,23.0,Florida International,12.0,0.0,5,,,2048
Colin Thompson,86.0,TE,6-4,250,28.0,Florida; Temple,12.0,2.0,5,,,2049
Shaq Thompson,7.0,SLB-WLB,6-0,230,27.0,Washington,14.0,13.0,5,,,2050
Tommy Tremble,82.0,TE,6-4,248,21.0,Notre Dame,16.0,11.0,5,,,2051
P.J. Walker,6.0,QB,5-11,216,26.0,Temple,6.0,1.0,5,,,2052
Ryan Winslow,10.0,P,6-5,209,27.0,Pittsburgh,2.0,0.0,5,,,2053
Brandon Zylstra,16.0,WR,6-3,220,28.0,Concordia (Moorhead),13.0,3.0,5,,,2054
Cam Akers,23.0,RB,5-11,216,22.0,Florida State,1.0,0.0,19,,,2055
Landen Akers,84.0,WR,6-0,191,24.0,Iowa State,2.0,0.0,19,,,2056
Brian Allen,55.0,C,6-2,303,26.0,Michigan State,16.0,16.0,19,,,2057
Tutu Atwell,15.0,WR,5-9,165,22.0,Louisville,8.0,0.0,19,,,2058
Odell Beckham,3.0,WR,5-11,198,29.0,Louisiana State,8.0,7.0,19,,,2059
Kendall Blanton,86.0,TE,6-6,262,26.0,Missouri,11.0,2.0,19,,,2060
Antoine Brooks,39.0,RILB-LILB,5-11,215,24.0,Maryland,8.0,0.0,19,,,2061
Bobby Brown,95.0,NT,6-4,325,21.0,Texas A&M,10.0,0.0,19,,,2062
Terrell Burgess,26.0,FS,6-0,198,23.0,Utah,16.0,2.0,19,,,2063
Marquise Copeland,93.0,DE,6-2,287,24.0,Cincinnati,9.0,0.0,19,,,2064
Austin Corbett,63.0,ROG,6-4,306,26.0,Nevada-Reno,17.0,17.0,19,,,2065
Donte' Deayon,21.0,LCB,5-9,163,27.0,Boise State,11.0,1.0,19,,,2066
Aaron Donald,99.0,DT,6-1,283,30.0,Pittsburgh,17.0,17.0,19,,,2067
David Edwards,73.0,LOG-LOT,6-7,315,24.0,Wisconsin,17.0,17.0,19,,,2068
Bobby Evans,71.0,ROT-ROG,6-5,301,24.0,Oklahoma,9.0,1.0,19,,,2069
Leonard Floyd,54.0,ROLB,6-4,238,29.0,Georgia,17.0,17.0,19,,,2070
Jordan Fuller,4.0,SS,6-2,205,23.0,Ohio State,16.0,16.0,19,,,2071
Jake Funk,34.0,RB,5-10,205,23.0,Maryland,10.0,0.0,19,,,2072
Greg Gaines,91.0,NT-RDE,6-2,316,25.0,Washington,17.0,13.0,19,,,2073
Chris Garrett,48.0,ROLB,6-4,245,23.0,Concordia (St. Paul),1.0,0.0,19,,,2074
Matt Gay,8.0,K,6-0,230,27.0,Utah Valley State JC; Utah,17.0,0.0,19,,,2075
Jake Gervase,43.0,S,6-1,212,26.0,Iowa,1.0,0.0,19,,,2076
Grant Haley,46.0,LCB-RCB,5-9,190,25.0,Penn State,5.0,0.0,19,,,2077
Tyler Hall,37.0,CB,5-10,190,23.0,Wyoming,2.0,0.0,19,,,2078
Jacob Harris,87.0,WR,6-5,211,24.0,Western Kentucky; Central Florida,9.0,0.0,19,,,2079
Rob Havenstein,79.0,ROT,6-8,325,29.0,Wisconsin,15.0,15.0,19,,,2080
Johnny Hekker,6.0,P,6-5,236,31.0,Oregon State,17.0,0.0,19,,,2081
Darrell Henderson,27.0,RB,5-9,200,24.0,Memphis,12.0,10.0,19,,,2082
Tyler Higbee,89.0,TE,6-6,254,28.0,Western Kentucky,15.0,15.0,19,,,2083
Michael Hoecht,96.0,LDE-DT,6-4,310,24.0,Brown,17.0,3.0,19,,,2084
Justin Hollins,58.0,LOLB,6-5,242,25.0,Oregon,8.0,2.0,19,,,2085
Brycen Hopkins,88.0,TE,6-5,245,24.0,Purdue,4.0,0.0,19,,,2086
Travin Howard,32.0,RILB,6-1,213,25.0,Texas Christian,12.0,1.0,19,,,2087
Buddy Howell,38.0,RB,6-1,218,25.0,Florida Atlantic,9.0,0.0,19,,,2088
JuJu Hughes,23.0,FS,5-11,188,23.0,Fresno State,7.0,0.0,19,,,2089
Alaric Jackson,68.0,ROT,6-7,285,23.0,Iowa,5.0,0.0,19,,,2090
DeSean Jackson,1.0,WR,5-10,175,35.0,California,7.0,0.0,19,,,2091
Van Jefferson,12.0,WR,6-2,197,25.0,Mississippi; Florida,17.0,17.0,19,,,2092
Ernest Jones,50.0,RILB-LILB,6-2,230,22.0,South Carolina,15.0,6.0,19,,,2093
Jamir Jones,44.0,LOLB-ROLB,6-3,255,23.0,Notre Dame,10.0,0.0,19,,,2094
Sebastian Joseph-Day,69.0,NT,6-4,310,26.0,Rutgers,7.0,7.0,19,,,2095
Micah Kiser,59.0,ILB,6-0,244,26.0,Virginia,1.0,0.0,19,,,2096
J.J. Koski,17.0,WR,6-1,195,25.0,Cal Poly (San Luis Obispo),5.0,0.0,19,,,2097
Cooper Kupp,10.0,WR,6-2,206,28.0,Eastern Washington,17.0,17.0,19,,,2098
Justin Lawler,53.0,OLB,6-4,265,27.0,Southern Methodist,3.0,0.0,19,,,2099
Terrell Lewis,52.0,LOLB,6-5,252,23.0,Alabama,11.0,4.0,19,,,2100
David Long,22.0,RCB,5-11,198,23.0,Michigan,16.0,5.0,19,,,2101
Sony Michel,25.0,RB,5-11,222,26.0,Georgia,17.0,7.0,19,,,2102
Von Miller,40.0,LOLB,6-3,250,32.0,Texas A&M,8.0,8.0,19,,,2103
Johnny Mundt,82.0,TE,6-4,233,27.0,Oregon,6.0,0.0,19,,,2104
Joe Noteboom,70.0,LOT-ROT,6-5,321,26.0,Texas Christian,15.0,2.0,19,,,2105
Obo Okoronkwo,45.0,LOLB-ROLB,6-2,253,26.0,Oklahoma,13.0,0.0,19,,,2106
Kareem Orr,35.0,CB,5-11,195,24.0,Arizona State; Tennessee-Chattanooga,2.0,0.0,19,,,2107
Matt Orzech,52.0,LONG,6-4,245,26.0,Azusa Pacific,17.0,0.0,19,,,2108
Brandon Powell,19.0,WR,5-8,181,25.0,Florida,6.0,0.0,19,,,2109
Jalen Ramsey,5.0,RCB,6-1,209,27.0,Florida State,16.0,16.0,19,,,2110
Taylor Rapp,24.0,FS,6-0,200,24.0,Washington,17.0,17.0,19,,,2111
J.R. Reed,36.0,SS,6-1,194,25.0,Tulsa; Georgia,1.0,0.0,19,,,2112
Troy Reeder,51.0,LILB,6-3,245,27.0,Penn State; Delaware,17.0,10.0,19,,,2113
A'Shawn Robinson,94.0,DE,6-4,321,26.0,Alabama,17.0,14.0,19,,,2114
Robert Rochell,31.0,LCB,6-2,195,23.0,Central Arkansas,12.0,5.0,19,,,2115
Christian Rozeboom,56.0,RILB,6-2,230,24.0,South Dakota State,9.0,0.0,19,,,2116
Mekhi Sargent,36.0,RB,5-10,210,24.0,Iowa Western CC; Iowa,3.0,0.0,19,,,2117
Nick Scott,33.0,SS,5-11,200,26.0,Penn State,17.0,1.0,19,,,2118
Coleman Shelton,65.0,C-LOG,6-4,299,26.0,Washington,17.0,2.0,19,,,2119
Ben Skowronek,18.0,WR,6-2,220,24.0,Northwestern; Notre Dame,15.0,1.0,19,,,2120
Matthew Stafford,9.0,QB,6-3,227,33.0,Georgia,17.0,17.0,19,,,2121
Andrew Whitworth,77.0,LOT,6-7,333,40.0,Louisiana State,16.0,16.0,19,,,2122
Darious Williams,11.0,LCB,5-9,187,28.0,Alabama-Birmingham,14.0,13.0,19,,,2123
Jonah Williams,92.0,DE,6-5,275,26.0,Weber State,8.0,0.0,19,,,2124
John Wolford,13.0,QB,6-1,199,26.0,Wake Forest,3.0,0.0,19,,,2125
Robert Woods,2.0,WR,6-0,191,29.0,Southern California,9.0,9.0,19,,,2126
Kenny Young,41.0,RILB,6-1,235,27.0,UCLA,7.0,7.0,19,,,2127
Robert Alford,23,RCB,5-10,188,33.0,Southeastern Louisiana,13.0,5.0,1,,,2128
Zach Allen,94,DT,6-5,285,24.0,Boston College,15.0,14.0,1,,,2129
Budda Baker,3,FS,5-10,195,25.0,Washington,17.0,17.0,1,,,2130
Chris Banjo,31,FS,5-10,206,31.0,Southern Methodist,16.0,0.0,1,,,2131
Kelvin Beachum,68,ROT,6-3,306,32.0,Southern Methodist,15.0,15.0,1,,,2132
Eno Benjamin,26,RB,5-10,210,22.0,Arizona State,9.0,0.0,1,,,2133
Breon Borders,21,CB,6-0,189,26.0,Duke,1.0,0.0,1,,,2134
Aaron Brewer,46,LONG,6-5,225,31.0,San Diego State,14.0,0.0,1,,,2135
Beau Brinkley,43,LONG,6-4,254,31.0,Missouri,3.0,0.0,1,,,2136
Zaven Collins,25,RILB-ROLB,6-4,260,22.0,Tulsa,17.0,6.0,1,,,2137
James Conner,6,RB,6-1,233,26.0,Pittsburgh,15.0,5.0,1,,,2138
Darrell Daniels,81,TE,6-3,246,27.0,Washington,16.0,4.0,1,,,2139
Victor Dimukeje,52,ROLB,6-3,265,22.0,Duke,14.0,0.0,1,,,2140
Michael Dogbe,91,DE-DT,6-3,280,25.0,Temple,16.0,1.0,1,,,2141
Greg Dortch,83,WR,5-7,175,23.0,Wake Forest,5.0,2.0,1,,,2142
Chase Edmonds,2,RB,5-9,205,25.0,Fordham,12.0,11.0,1,,,2143
Zach Ertz,86,TE,6-5,249,31.0,Stanford,11.0,11.0,1,,,2144
Tavien Feaster,30,RB,6-0,221,24.0,Clemson; South Carolina,3.0,0.0,1,,,2145
Kylie Fitts,49,LOLB,6-4,260,27.0,Utah,6.0,0.0,1,,,2146
Leki Fotu,95,DT,6-5,335,23.0,Utah,17.0,3.0,1,,,2147
Max Garcia,73,ROG-C,6-4,309,30.0,Maryland; Florida,15.0,11.0,1,,,2148
Dennis Gardeck,45,LOLB-SS,6-0,242,27.0,West Virginia State; Sioux Falls,14.0,2.0,1,,,2149
Markus Golden,44,ROLB,6-3,260,30.0,Hutchinson CC; Missouri,16.0,6.0,1,,,2150
A.J. Green,18,WR,6-4,209,33.0,Georgia,16.0,9.0,1,,,2151
Antonio Hamilton,33,LCB-NB,6-0,189,28.0,South Carolina State,17.0,2.0,1,,,2152
Sean Harlow,64,LOG-C-ROG,6-4,284,26.0,Oregon State,15.0,5.0,1,,,2153
Demetrius Harris,86/84,TE,6-7,230,30.0,Mineral Area JC; Wisconsin-Milwaukee,14.0,4.0,1,,,2154
Marcus Henry,53,LOG-ROG-C,6-2,303,28.0,Boise State,4.0,0.0,1,,,2155
Jordan Hicks,58,ROLB-RILB,6-1,236,29.0,Texas,17.0,17.0,1,,,2156
DeAndre Hopkins,10,WR,6-1,214,29.0,Clemson,10.0,10.0,1,,,2157
Rodney Hudson,61,C,6-2,300,32.0,Florida State,12.0,12.0,1,,,2158
D.J. Humphries,74,LOT,6-5,307,28.0,Florida,16.0,16.0,1,,,2159
Andy Isabella,17,WR,5-10,195,25.0,Massachusetts,8.0,0.0,1,,,2160
Danny Isidora,63,ROG,6-3,306,27.0,Miami (Florida),5.0,0.0,1,,,2161
Chandler Jones,55,LOLB,6-5,265,31.0,Syracuse,15.0,15.0,1,,,2162
Josh Jones,79,ROG-ROT,6-7,310,24.0,Houston,17.0,12.0,1,,,2163
Devon Kennard,42,ROLB,6-4,253,30.0,Southern California,15.0,3.0,1,,,2164
Zach Kerr,92,NT,6-2,334,31.0,Maryland; Delaware,3.0,0.0,1,,,2165
Christian Kirk,13,WR,5-11,200,25.0,Texas A&M,17.0,11.0,1,,,2166
Rashard Lawrence,90,NT-DE,6-2,308,23.0,Louisiana State,11.0,7.0,1,,,2167
Jonathan Ledbetter,93,DE,6-4,280,24.0,Georgia,1.0,0.0,1,,,2168
Andy Lee,14,P,6-1,188,39.0,Pittsburgh,16.0,0.0,1,,,2169
Koda Martin,60,OG,6-6,304,26.0,Texas A&M Syracuse,2.0,0.0,1,,,2170
Josh Mauro,96,DE,6-6,284,30.0,Stanford,5.0,1.0,1,,,2171
Colt McCoy,12,QB,6-1,214,35.0,Texas,8.0,3.0,1,,,2172
Joshua Miles,66,LOT-ROT,6-6,310,25.0,Morgan State,10.0,0.0,1,,,2173
Rondale Moore,4,WR,5-9,180,21.0,Purdue,14.0,7.0,1,,,2174
Byron Murphy,7,LCB,5-11,182,23.0,Washington,16.0,16.0,1,,,2175
Justin Murray,71,ROG-ROT,6-5,304,28.0,Cincinnati,3.0,1.0,1,,,2176
Kyler Murray,1,QB,5-10,195,24.0,Texas A&M Oklahoma,14.0,14.0,1,,,2177
Corey Peters,98,NT,6-3,303,33.0,Kentucky,14.0,11.0,1,,,2178
Kevin Peterson,27,RCB,5-11,180,27.0,Oklahoma State,4.0,2.0,1,,,2179
Jordan Phillips,97,DE-NT,6-6,335,29.0,Oklahoma,9.0,8.0,1,,,2180
Matt Prater,5,K,5-10,195,37.0,Central Florida,17.0,0.0,1,,,2181
Justin Pugh,67,LOG,6-4,307,31.0,Syracuse,14.0,13.0,1,,,2182
Isaiah Simmons,9,LILB,6-4,238,23.0,Clemson,17.0,17.0,1,,,2183
Eric Smith,72,OT,6-4,304,26.0,Virginia,1.0,0.0,1,,,2184
Chris Streveler,15,QB,6-1,213,26.0,Minnesota; South Dakota,2.0,0.0,1,,,2185
Deionte Thompson,22,SS,6-2,196,24.0,Alabama,17.0,0.0,1,,,2186
Jalen Thompson,24,SS,6-0,195,27.0,Washington State,17.0,12.0,1,,,2187
Ross Travis,43,TE,6-7,235,28.0,Penn State,3.0,0.0,1,,,2188
Zeke Turner,47,LILB,6-2,214,25.0,Los Angeles Pirece JC; Washington,5.0,0.0,1,,,2189
Tanner Vallejo,51,RILB-LILB,6-1,229,27.0,Boise State,10.0,2.0,1,,,2190
Joe Walker,59,LILB,6-2,236,29.0,Los Angeles Harbor JC; Oregon,12.0,0.0,1,,,2191
Jonathan Ward,29,RB,6-0,202,24.0,Central Michigan,13.0,0.0,1,,,2192
Charles Washington,28,FS,5-10,192,28.0,Fresno State,7.0,0.0,1,,,2193
J.J. Watt,99,DE,6-5,289,32.0,Central Michigan; Wisconsin,7.0,7.0,1,,,2194
David Wells,41,TE,6-6,260,26.0,San Diego State,3.0,1.0,1,,,2195
Antoine Wesley,84/85,WR,6-5,200,24.0,Texas Tech,15.0,4.0,1,,,2196
Tahir Whitehead,35,OLB,6-2,240,31.0,Temple,2.0,0.0,1,,,2197
Jace Whittaker,39,CB,5-11,185,26.0,Arizona,2.0,0.0,1,,,2198
James Wiggins,38,FS,6-0,205,24.0,Cincinnati,3.0,0.0,1,,,2199
Maxx Williams,87,TE,6-4,254,27.0,Minnesota,5.0,5.0,1,,,2200
Marco Wilson,20,RCB,6-1,191,22.0,Florida,14.0,13.0,1,,,2201
Ryan Winslow,16,P,6-5,209,27.0,Pittsburgh,1.0,0.0,1,,,2202
Brian Winters,65,LOG-ROG,6-4,320,29.0,Kent State,2.0,0.0,1,,,2203
Tyrell Adams,53,SLB,6-2,230,29.0,West Georgia,5.0,0.0,28,,,2204
Brandon Aiyuk,11,WR,6-1,206,23.0,Sierra JC; Arizona State,17.0,16.0,28,,,2205
Azeez Al-Shaair,51,SLB,6-2,228,24.0,Florida Atlantic,14.0,14.0,28,,,2206
Arik Armstead,91,LDT-LDE,6-7,292,28.0,Oregon,17.0,17.0,28,,,2207
Aaron Banks,65,ROG,6-5,330,24.0,Notre Dame,9.0,0.0,28,,,2208
Travis Benjamin,17,WR,5-10,175,32.0,Miami (Florida),10.0,0.0,28,,,2209
Nick Bosa,97,RDE-LDE,6-4,263,24.0,Ohio State,17.0,17.0,28,,,2210
Jake Brendel,64,C,6-4,301,29.0,UCLA,16.0,0.0,28,,,2211
Daniel Brunskill,60,ROG,6-5,260,27.0,San Diego State,17.0,17.0,28,,,2212
Trenton Cannon,49,RB,5-11,185,27.0,Shepherd; Virginia State,11.0,0.0,28,,,2213
Tom Compton,66,ROT,6-5,310,32.0,South Dakota,17.0,7.0,28,,,2214
River Cracraft,13,WR,6-0,198,27.0,Washington State,6.0,0.0,28,,,2215
Darqueze Dennard,43,CB,5-11,198,30.0,Michigan State,1.0,0.0,28,,,2216
Ross Dwelley,82,TE,6-5,240,26.0,San Diego,17.0,2.0,28,,,2217
Samson Ebukam,56,LDE-RDE-LDT,6-3,242,26.0,Eastern Washington,17.0,11.0,28,,,2218
Demetrius Flannigan-Fowles,45,WLB-SLB,6-2,210,25.0,Arizona,17.0,2.0,28,,,2219
Dee Ford,55,LDE,6-2,252,30.0,Auburn,6.0,0.0,28,,,2220
Jimmy Garoppolo,12,QB,6-2,225,30.0,Eastern Illinois,15.0,15.0,28,,,2221
Kevin Givens,90,RDT,6-1,285,24.0,Penn State,13.0,0.0,28,,,2222
Robbie Gould,9,K,6-0,185,39.0,Penn State,13.0,0.0,28,,,2223
Dre Greenlaw,57,WLB,6-0,227,24.0,Arkansas,3.0,2.0,28,,,2224
Davontae Harris,30,CB,5-11,200,26.0,Illinois State,1.0,0.0,28,,,2225
Marcell Harris,36,WLB,6-0,208,27.0,Florida,15.0,7.0,28,,,2226
JaMycal Hasty,23,RB,5-9,205,23.0,Baylor,11.0,0.0,28,,,2227
Brian Hill,35,RB,6-1,216,26.0,Wyoming,3.0,0.0,28,,,2228
Tanner Hudson,84,TE,6-5,239,27.0,Memphis; Southern Arkansas,2.0,0.0,28,,,2229
Talanoa Hufanga,29,SS-FS,6-1,215,21.0,Southern California,15.0,3.0,28,,,2230
Maurice Hurst,96,LDT,6-1,291,26.0,Michigan,2.0,0.0,28,,,2231
Tony Jefferson,35,SS,5-11,213,29.0,Oklahoma,2.0,0.0,28,,,2232
Jauan Jennings,15,WR,6-3,208,24.0,Tennessee,16.0,1.0,28,,,2233
Dontae Johnson,27,LCB-RCB,6-2,200,30.0,North Carolina State,17.0,3.0,28,,,2234
Kerryon Johnson,48,RB,5-11,206,24.0,Auburn,1.0,0.0,28,,,2235
D.J. Jones,93,RDT,6-0,321,26.0,East Mississippi CC; Mississippi,17.0,17.0,28,,,2236
Kyle Juszczyk,44,RB,6-1,243,30.0,Harvard,17.0,16.0,28,,,2237
Zach Kerr,92,RDT,6-2,334,31.0,Maryland; Delaware,4.0,0.0,28,,,2238
Arden Key,98,RDE,6-6,265,25.0,Louisiana State,17.0,0.0,28,,,2239
Javon Kinlaw,99,LDT,6-6,310,24.0,Jones County JC; South Carolina,4.0,4.0,28,,,2240
Dre Kirkpatrick,13,RCB-LCB,6-2,187,32.0,Alabama,6.0,1.0,28,,,2241
George Kittle,85,TE,6-4,250,28.0,Iowa,14.0,14.0,28,,,2242
Trey Lance,5,QB,6-3,221,21.0,North Dakota State,6.0,2.0,28,,,2243
Deommodore Lenoir,38,RCB-LCB,5-11,195,22.0,Oregon,14.0,2.0,28,,,2244
Alex Mack,50,C,6-4,311,36.0,California,17.0,17.0,28,,,2245
Justin March-Lillard,59,LB,5-11,225,28.0,Akron,1.0,0.0,28,,,2246
Jordan Matthews,88,WR,6-3,213,29.0,Vanderbilt,1.0,0.0,28,,,2247
Mike McGlinchey,69,ROT,6-8,315,27.0,Notre Dame,9.0,9.0,28,,,2248
Colton McKivitz,68,LOT,6-7,312,25.0,West Virginia,1.0,1.0,28,,,2249
Elijah Mitchell,25,RB,5-11,218,23.0,Louisiana-Lafayette,11.0,10.0,28,,,2250
Jaylon Moore,76,LOT,6-5,315,23.0,Western Michigan,7.0,3.0,28,,,2251
Emmanuel Moseley,4,LCB-RCB,5-11,184,25.0,Tennessee,11.0,11.0,28,,,2252
Raheem Mostert,31,RB,5-10,195,29.0,Purdue,1.0,1.0,28,,,2253
Kai Nacua,43,SS,6-0,205,26.0,Brigham Young,1.0,0.0,28,,,2254
Josh Norman,26,RCB-LCB,6-0,199,34.0,Coastal Carolina,15.0,14.0,28,,,2255
Mark Nzeocha,53,LB,6-3,239,31.0,Wyoming,2.0,0.0,28,,,2256
Charles Omenihu,92,LDE,6-6,275,24.0,Texas,9.0,0.0,28,,,2257
Jacques Patrick,35,RB,6-3,235,24.0,Florida State,2.0,0.0,28,,,2258
Taybor Pepper,46,LONG,6-4,245,27.0,Michigan State,17.0,0.0,28,,,2259
Curtis Robinson,59,LB,6-3,235,23.0,Stanford,3.0,0.0,28,,,2260
Deebo Samuel,19,WR-RB,6-0,210,25.0,South Carolina,16.0,15.0,28,,,2261
